Date,Open,High,Low,Close,Adj Close,Volume
11/24/2008,12.172857,13.541429,12.12,13.278571,8.954485,360564400
11/25/2008,13.518572,13.53,12.594286,12.971429,8.747364,308823200
11/26/2008,12.845715,13.607142,12.835714,13.571428,9.151976,224959000
11/28/2008,13.528571,13.537143,13.122857,13.238571,8.927512,74443600
12/1/2008,13.042857,13.181429,12.702857,12.704286,8.567214,230941900
12/2/2008,12.861428,13.235714,12.357142,13.21,8.908244,287180600
12/3/2008,12.771428,13.747143,12.685715,13.7,9.238677,334670000
12/4/2008,13.49,13.601429,12.722857,13.058572,8.806127,272842500
12/5/2008,12.907143,13.498571,12.694285,13.428572,9.05564,260948800
12/8/2008,13.897142,14.4,13.685715,14.245714,9.606686,296285500
12/9/2008,14.005714,14.8,13.887143,14.294286,9.639441,300874000
12/10/2008,13.981428,14.212857,13.785714,14.03,9.461217,234511900
12/11/2008,13.907143,14.462857,13.547143,13.571428,9.151976,260154300
12/12/2008,13.257143,14.142858,13.218572,14.038571,9.466997,260293600
12/15/2008,13.712857,13.744286,13.285714,13.535714,9.127893,222939500
12/16/2008,13.425714,13.782857,13.25,13.632857,9.193403,273376600
12/17/2008,13.004286,13.014286,12.574286,12.737143,8.58937,323465100
12/18/2008,12.758572,12.975715,12.634286,12.775714,8.615384,214354000
12/19/2008,12.848572,12.991428,12.685715,12.857142,8.670292,200480000
12/22/2008,12.86,12.861428,12.098572,12.248571,8.259901,211185100
12/23/2008,12.41,12.552857,12.271428,12.34,8.321553,158757900
12/24/2008,12.305715,12.321428,12.078571,12.148571,8.192467,67833500
12/26/2008,12.377143,12.488571,12.177143,12.258572,8.266643,77081200
12/29/2008,12.36,12.517143,12.152857,12.372857,8.343711,171500000
12/30/2008,12.488571,12.578571,12.102858,12.327143,8.312883,241900400
12/31/2008,12.281428,12.534286,12.191428,12.192857,8.222328,151885300
1/2/2009,12.268572,13.005714,12.165714,12.964286,8.742546,186503800
1/5/2009,13.31,13.74,13.244286,13.511429,9.111515,295402100
1/6/2009,13.707143,13.881429,13.198571,13.288571,8.961231,322327600
1/7/2009,13.115714,13.214286,12.894286,13.001429,8.767592,188262200
1/8/2009,12.918571,13.307143,12.862857,13.242857,8.930403,168375200
1/9/2009,13.315714,13.34,12.877143,12.94,8.726168,136711400
1/12/2009,12.922857,12.998571,12.507143,12.665714,8.541201,154429100
1/13/2009,12.605714,12.82,12.335714,12.53,8.449681,199599400
1/14/2009,12.32,12.464286,12.102858,12.19,8.220403,255416000
1/15/2009,11.51,12.017143,11.435715,11.911428,8.032544,457908500
1/16/2009,12.042857,12.054286,11.485714,11.761429,7.931392,261906400
1/20/2009,11.704286,11.714286,11.171429,11.171429,7.533522,229978700
1/21/2009,11.341429,11.84,11.33,11.832857,7.979561,272317500
1/22/2009,12.577143,12.857142,12.26,12.622857,8.5123,352382100
1/23/2009,12.402857,12.838572,12.357142,12.622857,8.5123,190942500
1/26/2009,12.694285,12.995714,12.614285,12.805715,8.635612,173059600
1/27/2009,12.884286,13.078571,12.82,12.961429,8.740621,154509600
1/28/2009,13.16,13.571428,13.071428,13.457143,9.074908,215351500
1/29/2009,13.298572,13.477143,13.228572,13.285714,8.959302,148182300
1/30/2009,13.228572,13.374286,12.858571,12.875714,8.682816,162869700
2/2/2009,12.728572,13.142858,12.7,13.072857,8.815762,139561800
2/3/2009,13.131429,13.34,12.897142,13.282857,8.957377,149827300
2/4/2009,13.317142,13.75,13.3,13.364285,9.012289,202105400
2/5/2009,13.252857,13.892858,13.231428,13.78,9.292626,187311600
2/6/2009,13.86,14.285714,13.857142,14.245714,9.606686,171802400
2/9/2009,14.285714,14.714286,14.214286,14.644286,9.875466,178752700
2/10/2009,14.475715,14.644286,13.865714,13.975715,9.424609,212265200
2/11/2009,13.767143,14.044286,13.681429,13.831429,9.327311,168743400
2/12/2009,13.69,14.25,13.69,14.181429,9.563334,204297100
2/13/2009,14.141429,14.277143,14.017143,14.165714,9.552737,152244400
2/17/2009,13.838572,13.862857,13.468572,13.504286,9.106694,169559600
2/18/2009,13.578571,13.692857,13.245714,13.481428,9.091283,171194800
2/19/2009,13.338572,13.464286,12.872857,12.948571,8.73195,230701100
2/20/2009,12.771428,13.2,12.714286,13.028571,8.785898,187579000
2/23/2009,13.092857,13.142858,12.358571,12.421429,8.376467,196745500
2/24/2009,12.492857,12.984285,12.428572,12.892858,8.694378,201776400
2/25/2009,12.837143,13.274285,12.75,13.022857,8.782044,208263300
2/26/2009,13.142858,13.274285,12.708571,12.741428,8.592262,157467100
2/27/2009,12.561429,13.042857,12.524285,12.758572,8.60382,176664600
3/2/2009,12.588572,13.028571,12.524285,12.562857,8.47184,192732400
3/3/2009,12.704286,12.962857,12.554286,12.624286,8.513265,181085100
3/4/2009,12.882857,13.252857,12.778571,13.024285,8.783008,185350900
3/5/2009,12.922857,13.124286,12.635715,12.691428,8.558542,176724800
3/6/2009,12.62,12.628572,11.761429,12.185715,8.217514,252786800
3/9/2009,12.025714,12.514286,11.795714,11.872857,8.006536,174574400
3/10/2009,12.124286,12.738571,12.051429,12.661428,8.538313,211064700
3/11/2009,12.83,13.438571,12.797143,13.24,8.928473,211593200
3/12/2009,13.271428,13.797143,13.142858,13.764286,9.28203,192114300
3/13/2009,13.757143,13.885715,13.572857,13.704286,9.241573,150292100
3/16/2009,13.79,13.912857,13.454286,13.631429,9.192439,199311000
3/17/2009,13.605714,14.241428,13.581429,14.237143,9.600905,196661500
3/18/2009,14.272857,14.782857,14.245714,14.502857,9.780089,199009300
3/19/2009,14.55,14.742857,14.321428,14.517143,9.789725,125045200
3/20/2009,14.584286,14.73,14.367143,14.512857,9.786833,173896800
3/23/2009,14.672857,15.451428,14.535714,15.38,10.371597,166599300
3/24/2009,15.194285,15.634286,15.055715,15.214286,10.259847,160153000
3/25/2009,15.368571,15.48,14.837143,15.212857,10.258883,161654500
3/26/2009,15.404285,15.711429,15.368571,15.695714,10.584502,154063000
3/27/2009,15.461429,15.504286,15.2,15.264286,10.293567,123218200
3/30/2009,14.93,15.001429,14.658571,14.927143,10.066209,125699000
3/31/2009,15.064285,15.35,15,15.017143,10.126903,142520000
4/1/2009,14.87,15.571428,14.841429,15.527143,10.470824,147343000
4/2/2009,15.734285,16.392857,15.682858,16.101429,10.858099,203091700
4/3/2009,16.312857,16.59,16.217142,16.57,11.174079,159060300
4/6/2009,16.42,16.964285,16.182858,16.921429,11.411072,164516100
4/7/2009,16.647142,16.667143,16.312857,16.428572,11.07871,134145200
4/8/2009,16.49,16.684286,16.368572,16.617144,11.205873,113907500
4/9/2009,16.917143,17.142857,16.851429,17.081429,11.518969,132689200
4/13/2009,17.144285,17.282858,17,17.174286,11.581586,97309100
4/14/2009,17.081429,17.167143,16.75,16.901428,11.397584,113655500
4/15/2009,16.742857,16.892857,16.537144,16.805714,11.333034,103220600
4/16/2009,17.027143,17.592857,16.969999,17.35,11.700081,148361500
4/17/2009,17.311428,17.75,17.178572,17.631428,11.889862,124373900
4/20/2009,17.389999,17.57,17.022858,17.214285,11.608556,116616500
4/21/2009,16.984285,17.448572,16.942858,17.394285,11.729941,117671400
4/22/2009,17.518572,17.907143,17.314285,17.358572,11.70586,234691800
4/23/2009,18.088572,18.171429,17.644285,17.914286,12.080608,236289200
4/24/2009,17.805714,17.877142,17.567142,17.700001,11.936102,135191000
4/27/2009,17.557142,17.857143,17.522858,17.818571,12.016063,120172500
4/28/2009,17.621429,18.030001,17.608572,17.700001,11.936102,113964200
4/29/2009,17.835714,18.121429,17.690001,17.877142,12.05556,114527700
4/30/2009,18.031429,18.142857,17.845715,17.975714,12.122034,124622400
5/1/2009,17.971428,18.278572,17.971428,18.177143,12.257867,99379000
5/4/2009,18.32,18.892857,18.24,18.867144,12.723176,152339600
5/5/2009,18.821428,18.98,18.731428,18.95857,12.784829,99563800
5/6/2009,19.047142,19.071428,18.602858,18.928572,12.7646,118384700
5/7/2009,18.904285,18.912857,18.271429,18.437143,12.433202,132944000
5/8/2009,18.434286,18.747143,18.037144,18.455715,12.445724,116991000
5/11/2009,18.195715,18.70857,18.16,18.51,12.48233,101164700
5/12/2009,18.508572,18.530001,17.607143,17.774286,11.986199,152370400
5/13/2009,17.601429,17.717142,17.054285,17.07,11.511258,148992900
5/14/2009,17.111429,17.647142,17.1,17.564285,11.844582,111956600
5/15/2009,17.474285,17.802856,17.372858,17.488571,11.793527,91891800
5/18/2009,17.675714,18.1,17.367144,18.092857,12.20103,114710400
5/19/2009,18.117144,18.472857,17.962856,18.207144,12.278099,93105600
5/20/2009,18.232857,18.45857,17.9,17.981428,12.125886,97146000
5/21/2009,17.878571,18.111429,17.555714,17.74,11.963076,101986500
5/22/2009,17.721428,17.74,17.392857,17.5,11.801231,74499600
5/26/2009,17.822857,18.690001,17.792856,18.682858,12.598901,159231800
5/27/2009,18.825714,19.282858,18.701429,19.007143,12.817581,161605500
5/28/2009,19.064285,19.341429,18.861429,19.295713,13.012183,121888200
5/29/2009,19.341429,19.414286,19.121429,19.401428,13.083472,114133600
6/1/2009,19.495714,19.998571,19.428572,19.907143,13.424505,113124900
6/2/2009,19.855715,20.191429,19.764286,19.927143,13.43799,114055900
6/3/2009,20,20.158571,19.867144,20.135714,13.578643,141299900
6/4/2009,20.018572,20.597143,20.005714,20.534286,13.847424,137658500
6/5/2009,20.758572,20.914286,20.45857,20.667143,13.937016,158179000
6/8/2009,20.545713,20.604286,19.918571,20.549999,13.858022,232913100
6/9/2009,20.544285,20.651428,20.078571,20.388571,13.74916,169241100
6/10/2009,20.325714,20.335714,19.757143,20.035715,13.511209,172155900
6/11/2009,19.935715,20.222857,19.792856,19.992857,13.482306,131205900
6/12/2009,19.83,19.871429,19.434286,19.567142,13.195223,140771400
6/15/2009,19.43,19.561428,19.27,19.441429,13.110452,134937600
6/16/2009,19.522858,19.781429,19.442858,19.478571,13.135494,128701300
6/17/2009,19.524286,19.635714,19.218571,19.368572,13.061316,142853200
6/18/2009,19.444286,19.714285,19.370001,19.411428,13.090217,106920100
6/19/2009,19.724285,19.928572,19.557142,19.925714,13.437027,180464200
6/22/2009,20.095715,20.222857,19.475714,19.624287,13.233757,158728500
6/23/2009,19.485714,19.564285,18.982857,19.144285,12.910064,176633100
6/24/2009,19.345715,19.642857,19.265715,19.459999,13.122971,121381400
6/25/2009,19.392857,20.028572,19.315714,19.98,13.473637,147361900
6/26/2009,19.969999,20.508572,19.962856,20.348572,13.722182,109846100
6/29/2009,20.494286,20.564285,20.219999,20.281429,13.676908,141904000
6/30/2009,20.368572,20.542856,20.257143,20.347143,13.72122,108556000
7/1/2009,20.5,20.665714,20.360001,20.404285,13.759757,103544700
7/2/2009,20.178572,20.404285,19.969999,20.002857,13.48905,92619800
7/6/2009,19.814285,19.855715,19.464285,19.801428,13.353213,124672100
7/7/2009,19.782858,19.954287,19.311428,19.342857,13.043976,115399200
7/8/2009,19.417143,19.719999,19.202858,19.602858,13.219307,143982300
7/9/2009,19.68,19.712856,19.418571,19.48,13.136456,85756300
7/10/2009,19.477142,19.852858,19.474285,19.788572,13.344546,111318900
7/13/2009,19.934286,20.334286,19.647142,20.334286,13.712548,120875300
7/14/2009,20.290001,20.454287,20.165714,20.324286,13.705808,86811900
7/15/2009,20.719999,21,20.617144,20.982857,14.14992,121396800
7/16/2009,20.822857,21.145714,20.795713,21.074286,14.211574,98392700
7/17/2009,21.297142,21.717142,21.232857,21.678572,14.619078,150538500
7/20/2009,21.895714,22.148571,21.555714,21.844286,14.73083,183881600
7/21/2009,21.898571,21.918571,21.392857,21.644285,14.595957,218695400
7/22/2009,22.54143,22.675714,22.301428,22.391428,15.099797,218526000
7/23/2009,22.375713,22.634285,22.222857,22.545713,15.203845,131740700
7/24/2009,22.421429,22.857143,22.357143,22.855715,15.412894,109590600
7/27/2009,22.881428,22.982857,22.465714,22.871429,15.423491,108327800
7/28/2009,22.697144,22.871429,22.514286,22.857143,15.413855,90888700
7/29/2009,22.700001,22.921429,22.607143,22.861429,15.416741,95539500
7/30/2009,23.1,23.531429,23.071428,23.255714,15.682633,117401200
7/31/2009,23.284286,23.571428,23.272858,23.341429,15.740435,105634200
8/3/2009,23.601429,23.805714,23.552856,23.775715,16.033298,98560000
8/4/2009,23.561428,23.652857,23.45857,23.65,15.948522,98952700
8/5/2009,23.678572,23.912857,23.45857,23.587143,15.906135,105795900
8/6/2009,23.654285,23.787144,23.298571,23.415714,15.790531,85404200
8/7/2009,23.641428,23.799999,23.542856,23.644285,15.94467,96838700
8/10/2009,23.665714,23.799999,23.379999,23.531429,15.868567,75073600
8/11/2009,23.384285,23.482857,23.125713,23.261429,15.686488,88835600
8/12/2009,23.221428,23.815714,23.20857,23.615715,15.925402,111267800
8/13/2009,23.807142,24.095715,23.785715,24.059999,16.22501,109995200
8/14/2009,23.991428,24.032858,23.647142,23.825714,16.06702,76454000
8/17/2009,23.364286,23.370001,22.774286,22.798571,15.374354,131095300
8/18/2009,23.09,23.462856,23.058571,23.428572,15.799198,107788100
8/19/2009,23.25,23.614286,23.207144,23.514286,15.857002,103317900
8/20/2009,23.568571,23.817142,23.515715,23.761429,16.023664,85507800
8/21/2009,23.950001,24.195715,23.828571,24.174286,16.302076,104018600
8/24/2009,24.302856,24.387142,24.038572,24.151428,16.286661,101732400
8/25/2009,24.20857,24.42,24.161428,24.200001,16.319422,81088700
8/26/2009,24.131428,24.221428,23.822857,23.915714,16.127708,75999700
8/27/2009,24.107143,24.224285,23.547142,24.207144,16.324238,112295400
8/28/2009,24.610001,24.641428,24.075714,24.292856,16.38204,113425200
8/31/2009,24.022858,24.121429,23.785715,24.030001,16.204781,77834400
9/1/2009,23.998571,24.285715,23.562857,23.614286,15.92444,117257000
9/2/2009,23.517143,23.944286,23.444286,23.597143,15.91288,91062300
9/3/2009,23.777143,23.871429,23.571428,23.792856,16.044859,73488800
9/4/2009,23.897142,24.385714,23.870001,24.33,16.407082,93657200
9/8/2009,24.711428,24.734285,24.571428,24.704287,16.659489,78761900
9/9/2009,24.682858,24.924286,24.242857,24.448572,16.487047,202771800
9/10/2009,24.58,24.75,24.401428,24.651428,16.62384,122783500
9/11/2009,24.701429,24.74,24.41,24.594286,16.585304,87240300
9/14/2009,24.404285,24.842857,24.321428,24.817142,16.735594,80502800
9/15/2009,24.862858,25.092857,24.798571,25.022858,16.874317,106617700
9/16/2009,25.427143,26.107143,25.411428,25.981428,17.520735,188505800
9/17/2009,25.997143,26.684286,25.995714,26.364286,17.778921,202643000
9/18/2009,26.547142,26.65,26.394285,26.431429,17.824194,150395700
9/21/2009,26.327143,26.451429,25.945715,26.288572,17.727858,109428900
9/22/2009,26.455715,26.482857,26.121429,26.354286,17.772169,89188400
9/23/2009,26.485714,26.985714,26.432858,26.5,17.870441,148390900
9/24/2009,26.742857,26.814285,26.110001,26.26,17.708593,137720100
9/25/2009,26.001429,26.5,25.92,26.052856,17.568901,111309800
9/28/2009,26.267143,26.668571,26.190001,26.592857,17.933056,84361200
9/29/2009,26.675714,26.771429,26.33,26.482857,17.858879,86346400
9/30/2009,26.59,26.635714,26.087143,26.478571,17.855989,134896300
10/1/2009,26.478571,26.602858,25.814285,25.837143,17.423439,131177900
10/2/2009,25.915714,26.562857,25.907143,26.414286,17.812639,138327000
10/5/2009,26.6,26.694286,26.324286,26.574286,17.920534,105783300
10/6/2009,26.82,27.144285,26.757143,27.144285,18.304918,151271400
10/7/2009,27.108572,27.221428,27.004286,27.178572,18.328032,116417000
10/8/2009,27.237143,27.35,26.984285,27.038572,18.233627,109552800
10/9/2009,26.995714,27.242857,26.945715,27.209999,18.349232,73318000
10/12/2009,27.288572,27.358572,27.091429,27.258572,18.381985,72006200
10/13/2009,27.232857,27.309999,27.1,27.145714,18.30588,87005100
10/14/2009,27.464285,27.474285,27.175714,27.327143,18.428226,93877700
10/15/2009,27.09,27.274286,27.075714,27.222857,18.357895,93389100
10/16/2009,27.049999,27.194286,26.834286,26.864286,18.116093,107856700
10/19/2009,26.835714,27.142857,26.507143,27.122858,18.29047,235557700
10/20/2009,28.657143,28.821428,28.264286,28.394285,19.147861,285259800
10/21/2009,28.502857,29.815714,28.461428,29.274286,19.741293,298431700
10/22/2009,29.242857,29.692858,28.93,29.314285,19.76827,197848000
10/23/2009,29.385714,29.4,29.032858,29.134285,19.646885,105196700
10/26/2009,29.095715,29.535715,28.585714,28.925714,19.506235,121084600
10/27/2009,28.808571,28.972857,28.064285,28.195715,19.013958,189137900
10/28/2009,28.244286,28.288572,27.299999,27.485714,18.535162,204596700
10/29/2009,27.857143,28.115715,27.448572,28.049999,18.915688,142567600
10/30/2009,28.008572,28.114286,26.881428,26.928572,18.159451,179381300
11/2/2009,27.114286,27.554285,26.51,27.044285,18.237482,169745800
11/3/2009,26.835714,27.074286,26.559999,26.964285,18.183533,130635400
11/4/2009,27.247143,27.692858,27.175714,27.258572,18.381985,121882600
11/5/2009,27.485714,27.857143,27.402857,27.718571,18.69219,96200300
11/6/2009,27.501429,27.884285,27.485714,27.762857,18.722055,73774400
11/9/2009,28.134285,28.842857,28.037144,28.780001,19.40797,132213900
11/10/2009,28.717142,29.282858,28.715714,28.997143,19.554401,100298800
11/11/2009,29.222857,29.285715,28.832857,29.035715,19.580414,110967500
11/12/2009,29.02,29.267143,28.775715,28.855715,19.459028,90932800
11/13/2009,28.981428,29.261429,28.867144,29.207144,19.696016,85810200
11/16/2009,29.354286,29.714285,29.287144,29.518572,19.906031,121301600
11/17/2009,29.440001,29.634285,29.285715,29.571428,19.941673,99128400
11/18/2009,29.505714,29.571428,29.142857,29.422857,19.841482,93580200
11/19/2009,29.23,29.23,28.542856,28.644285,19.31645,135581600
11/20/2009,28.450001,28.627142,28.251429,28.559999,19.259609,101666600
11/23/2009,29,29.428572,28.992857,29.411428,19.833775,118724200
11/24/2009,29.332857,29.411428,28.985714,29.205715,19.695057,79609600
11/25/2009,29.342857,29.378571,29.108572,29.17,19.670971,71613500
11/27/2009,28.459999,28.994286,28.338572,28.655714,19.324156,73814300
11/30/2009,28.73,28.811428,28.395714,28.558571,19.25865,106214500
12/1/2009,28.891428,28.967142,28.118572,28.138571,18.975418,116440800
12/2/2009,28.422857,28.774286,27.964285,28.032858,18.904129,178815000
12/3/2009,28.202858,28.425714,28.038572,28.068571,18.928213,112179900
12/4/2009,28.528572,28.554285,27.182858,27.617144,18.623793,206721200
12/7/2009,27.617144,27.681429,26.954287,26.992857,18.202801,178689700
12/8/2009,27.051428,27.478571,26.957144,27.124287,18.29143,172599700
12/9/2009,27.325714,28.308571,27.187143,28.257143,19.055376,171195500
12/10/2009,28.5,28.528572,28.017143,28.061428,18.923397,122417400
12/11/2009,28.254286,28.285715,27.632856,27.809999,18.753843,107443700
12/14/2009,27.91,28.204287,27.508572,28.139999,18.976379,123947600
12/15/2009,27.975714,28.215714,27.610001,27.738571,18.705679,104864900
12/16/2009,27.871429,28.071428,27.792856,27.861429,18.788523,88246200
12/17/2009,27.751429,27.857143,27.285715,27.408571,18.483147,97209700
12/18/2009,27.595715,27.928572,27.514286,27.918571,18.827061,152192600
12/21/2009,28.007143,28.535715,27.952858,28.318571,19.096802,152976600
12/22/2009,28.491428,28.692858,28.379999,28.622858,19.302,87378900
12/23/2009,28.742857,28.911428,28.687143,28.871429,19.469622,86381400
12/24/2009,29.078571,29.907143,29.049999,29.862858,20.138199,125222300
12/28/2009,30.245714,30.564285,29.944286,30.23,20.385784,161141400
12/29/2009,30.375713,30.388571,29.818571,29.871429,20.143984,111301400
12/30/2009,29.832857,30.285715,29.758572,30.234285,20.388672,103021100
12/31/2009,30.447144,30.478571,30.08,30.104286,20.301006,88102700
1/4/2010,30.49,30.642857,30.34,30.572857,20.616993,123432400
1/5/2010,30.657143,30.798571,30.464285,30.625713,20.652637,150476200
1/6/2010,30.625713,30.747143,30.107143,30.138571,20.324135,138040000
1/7/2010,30.25,30.285715,29.864286,30.082857,20.28656,119282800
1/8/2010,30.042856,30.285715,29.865715,30.282858,20.421427,111902700
1/11/2010,30.4,30.428572,29.778572,30.015715,20.24128,115557400
1/12/2010,29.884285,29.967142,29.488571,29.674286,20.01104,148614900
1/13/2010,29.695715,30.132856,29.157143,30.092857,20.293304,151473000
1/14/2010,30.015715,30.065714,29.860001,29.918571,20.175774,108223500
1/15/2010,30.132856,30.228571,29.41,29.418571,19.838593,148516900
1/19/2010,29.761429,30.741428,29.605715,30.719999,20.716223,182501900
1/20/2010,30.701429,30.792856,29.928572,30.247143,20.39735,153038200
1/21/2010,30.297142,30.472857,29.601429,29.724285,20.044754,152038600
1/22/2010,29.540001,29.642857,28.165714,28.25,19.05056,220441900
1/25/2010,28.93,29.242857,28.598572,29.01,19.563074,266424900
1/26/2010,29.421429,30.530001,28.940001,29.42,19.839554,466777500
1/27/2010,29.549999,30.082857,28.504286,29.697144,20.026453,430642100
1/28/2010,29.275715,29.357143,28.385714,28.469999,19.198919,293375600
1/29/2010,28.725714,28.885714,27.178572,27.437143,18.502411,311488100
2/1/2010,27.481428,28,27.328571,27.818571,18.759624,187469100
2/2/2010,27.987143,28.045713,27.625713,27.98,18.868484,174585600
2/3/2010,27.881428,28.6,27.774286,28.461428,19.193138,153832000
